Epoch,PS-TA,PS-TCA,PS-SA,CNN-TA,CNN-TCA,CNN-SA
1,0.082008734,0.081746725,0.373040873,0.148951965,0.033275109,0.67117394
2,0.432707424,0.432358079,0.815150584,0.164628821,0.032576419,0.785302704
3,0.566375546,0.56510917,0.86516595,0.222707424,0.031004367,0.839582053
4,0.583144105,0.581222707,0.877650584,0.369956332,0.057991266,0.881338353
5,0.650043668,0.647772926,0.900353411,0.262008734,0.049737991,0.8747311
6,0.640218341,0.637816594,0.907575292,0.320567686,0.060960699,0.898663184
7,0.665895197,0.664934498,0.909419176,0.421965066,0.076026201,0.897318685
8,0.673449782,0.668864629,0.918062385,0.472358079,0.087030568,0.909726491
9,0.674759825,0.673668122,0.915066073,0.441528384,0.098122271,0.908228334
10,0.708995633,0.704585153,0.92144284,0.474803493,0.112969432,0.919791026
11,0.692445415,0.689563319,0.919752612,0.450349345,0.094497817,0.917370928
12,0.6930131,0.690305677,0.921826982,0.443973799,0.084454148,0.925245851
13,0.707292576,0.700218341,0.922864167,0.494235808,0.105676856,0.921058697
14,0.699519651,0.688296943,0.923171481,0.449737991,0.086419214,0.925399508
15,0.713231441,0.709868996,0.926129379,0.461746725,0.096943231,0.918600184
16,0.710873362,0.705065502,0.923862938,0.479126638,0.103318777,0.928703135
17,0.72558952,0.717729258,0.928395821,0.493406114,0.112358079,0.931046404
18,0.734104804,0.72838428,0.927589121,0.503537118,0.111877729,0.931776275
19,0.700829694,0.698165939,0.924055009,0.523056769,0.102358079,0.935579287
20,0.724061135,0.720174673,0.927166564,0.47371179,0.097816594,0.918753841
21,0.732227074,0.718427948,0.927435464,0.50860262,0.11628821,0.929586663
22,0.737030568,0.723842795,0.932775046,0.5169869,0.105021834,0.925207437
23,0.743100437,0.733842795,0.932621389,0.515982533,0.10441048,0.932390904
24,0.715327511,0.711266376,0.927358636,0.524061135,0.111441048,0.932160418
25,0.717161572,0.708733625,0.927051322,0.527860262,0.111135371,0.929509834
26,0.711746725,0.701004367,0.925015366,0.486681223,0.095371179,0.928818377
27,0.717947598,0.707991266,0.92532268,0.509475983,0.088471616,0.937692071
28,0.748995633,0.74139738,0.931353719,0.484148472,0.101659389,0.932390904
29,0.735327511,0.717248908,0.929625077,0.478689956,0.098034935,0.934234788
30,0.741615721,0.726419214,0.931853104,0.559388646,0.110436681,0.936424401
31,0.73720524,0.726943231,0.93181469,0.498733625,0.097947598,0.929817148
32,0.755720524,0.740087336,0.933120774,0.533144105,0.10768559,0.935079902
33,0.750174673,0.729082969,0.928549478,0.501048035,0.087423581,0.936923786
34,0.735021834,0.714541485,0.930086048,0.515938865,0.105021834,0.938383528
35,0.733886463,0.71860262,0.934004302,0.529213974,0.120742358,0.940073755
36,0.741048035,0.727510917,0.932659803,0.516768559,0.108209607,0.938690842
37,0.749475983,0.742401747,0.932928703,0.530043668,0.120960699,0.934542102
38,0.741266376,0.730480349,0.933658574,0.547772926,0.104847162,0.941341426
39,0.708995633,0.693668122,0.931737861,0.539475983,0.098558952,0.937884143
40,0.744803493,0.720873362,0.932851875,0.506593887,0.093886463,0.935271973
41,0.742882096,0.720174673,0.933428089,0.514017467,0.100393013,0.934196374
42,0.7430131,0.729912664,0.931968347,0.526026201,0.096899563,0.937192686
43,0.743231441,0.732314411,0.932967117,0.542489083,0.10419214,0.935732944
44,0.743668122,0.72628821,0.932967117,0.552838428,0.113842795,0.941571912
45,0.733275109,0.721790393,0.930585433,0.50349345,0.098864629,0.93281346
46,0.726855895,0.716113537,0.930547019,0.552663756,0.121615721,0.938498771
47,0.743362445,0.722139738,0.933965888,0.536419214,0.108689956,0.934503688
48,0.746724891,0.730218341,0.933466503,0.537161572,0.110393013,0.940649969
49,0.745327511,0.728951965,0.932851875,0.531484716,0.104104804,0.939228642
50,0.743624454,0.726550218,0.93569453,0.51860262,0.088951965,0.938268285
51,0.750960699,0.733318777,0.933850645,0.526812227,0.0869869,0.936770129
52,0.757641921,0.737598253,0.933389674,0.535676856,0.096768559,0.937807314
53,0.743056769,0.725982533,0.931046404,0.531572052,0.091004367,0.938690842
54,0.746812227,0.723886463,0.932582975,0.539432314,0.102358079,0.940957283
55,0.742183406,0.718078603,0.932237247,0.524934498,0.105414847,0.941418255
56,0.747729258,0.729039301,0.933389674,0.52069869,0.082882096,0.93903657
57,0.73650655,0.713624454,0.931430547,0.523231441,0.096462882,0.938652428
58,0.74860262,0.723580786,0.934657345,0.525240175,0.093537118,0.938229871
59,0.747248908,0.729126638,0.934926245,0.527423581,0.091703057,0.935348802
60,0.753755459,0.731266376,0.933927474,0.505414847,0.089781659,0.935579287
61,0.7530131,0.725938865,0.934042717,0.537510917,0.100480349,0.938806085
62,0.744454149,0.713842795,0.931929932,0.520917031,0.097510917,0.934465274
63,0.735152838,0.714366812,0.93100799,0.5530131,0.10768559,0.934964659
64,0.750873362,0.731746725,0.928472649,0.525938865,0.090524017,0.931737861
65,0.752882096,0.73580786,0.931968347,0.486375546,0.090305677,0.930700676
66,0.748078603,0.728558952,0.933773817,0.548864629,0.094279476,0.935387216
67,0.740218341,0.720174673,0.932237247,0.548078603,0.092008734,0.932467732
68,0.743624454,0.730349345,0.933850645,0.530611354,0.101135371,0.937884143
69,0.742052402,0.71489083,0.932621389,0.563930131,0.111746725,0.939689613
70,0.732314411,0.71510917,0.932736632,0.517423581,0.086855895,0.934964659
71,0.750436681,0.72419214,0.934465274,0.546331878,0.11580786,0.941187769
72,0.735633188,0.708951965,0.930777505,0.497554585,0.082270742,0.936155501
73,0.74930131,0.725502183,0.93127689,0.54441048,0.096462882,0.938268285
74,0.74558952,0.724716157,0.933927474,0.515851528,0.087860262,0.934426859
75,0.746943231,0.727336245,0.936731715,0.531179039,0.095327511,0.936770129
76,0.738340611,0.719039301,0.933927474,0.507467249,0.087074236,0.934234788
77,0.738864629,0.717379913,0.930393362,0.45720524,0.067991266,0.932775046
78,0.732838428,0.716244542,0.928126921,0.554934498,0.089563319,0.936539644
79,0.751965066,0.734148472,0.932775046,0.501091703,0.086768559,0.937692071
80,0.759825328,0.733886463,0.935464044,0.517379913,0.085982533,0.934350031
81,0.740917031,0.714541485,0.932122004,0.540742358,0.082008734,0.937461586
82,0.750218341,0.729257642,0.935118316,0.537467249,0.091091703,0.939612784
83,0.747598253,0.729213974,0.932006761,0.54139738,0.094759825,0.938345114
84,0.750786026,0.727248908,0.933658574,0.530436681,0.084279476,0.936270744
85,0.736943231,0.718122271,0.930892747,0.523275109,0.088820961,0.938690842
86,0.749388646,0.731834061,0.932314075,0.547292576,0.090917031,0.935848187
87,0.760087336,0.735283843,0.933312846,0.556462882,0.089039301,0.940342655
88,0.763406114,0.735240175,0.934273202,0.526550218,0.089475983,0.936885372
89,0.746462882,0.730829694,0.934081131,0.484104804,0.073930131,0.929164106
90,0.742445415,0.72419214,0.933581746,0.520567686,0.088820961,0.939267056
91,0.751266376,0.724148472,0.931737861,0.548777293,0.088733624,0.9375
92,0.748820961,0.715283843,0.93335126,0.526113537,0.094497817,0.93388906
93,0.751528384,0.727641921,0.933005532,0.528253275,0.092139738,0.937461586
94,0.748995633,0.725371179,0.931430547,0.538427948,0.100262009,0.936770129
95,0.744454149,0.716069869,0.930662262,0.496637555,0.079344978,0.935271973
96,0.746069869,0.722314411,0.930662262,0.509563319,0.077423581,0.936309158
97,0.75580786,0.731965066,0.93362016,0.506768559,0.079563319,0.938383528
98,0.756637555,0.73580786,0.933543331,0.549039301,0.089563319,0.939151813
99,0.737379913,0.719475983,0.930815919,0.54650655,0.084497817,0.938959742
100,0.761528384,0.739606987,0.935925015,0.542183406,0.082227074,0.936309158